Year,Measure,Sub-Measure,Sub-Measure,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total,Units
2011,Employment,SFR,SFR,110.5501306,35.6298082,42.98894635,90.78408096,63.9564247,50.69562383,74.64828629,77.37009976,45.18669804,43.00574488,33.54754689,92.71136056,63.42289592,FTEs
2011,Employment,Day Visitor,Day Visitor,978.2803054,1361.960145,1688.229237,3827.891584,3329.124349,3099.161145,3962.745556,4279.042689,3790.088065,2579.900993,1483.722136,1142.030458,2626.848055,FTEs
2011,Employment,Direct Employment,Direct Employment,3738.891132,4192.215792,4756.558289,7490.946679,7693.233661,7494.876008,8205.366807,8852.58269,8030.647634,5982.952698,4425.434158,3962.064083,6235.480803,FTEs
2011,Employment,Indirect Employment,Indirect Employment,504.4208306,665.0316003,838.8855993,1697.148644,1780.079235,1727.439738,2070.831839,2288.527085,1881.484954,1249.051301,730.4323595,581.9258885,1334.604923,FTEs
2011,Employment,Total,Total,4243.311963,4857.247392,5595.443889,9188.095323,9473.312896,9222.315746,10276.19865,11141.10977,9912.132588,7232.003999,5155.866518,4543.989972,7570.085725,FTEs
2011,Employment,Accommodation,Accommodation,2305.688893,2324.358603,2392.681012,2465.324062,2465.96605,2461.832556,2463.338738,2468.09761,2455.7,2431.635067,2355.224623,2322.847521,2409.391228,FTEs
2011,Employment,Food & Drink,Food & Drink,500.5108958,645.0387785,816.9533023,1697.497151,1789.645449,1732.21617,1955.678823,2175.212816,1893.917294,1222.502181,714.4915127,571.3243936,1309.582397,FTEs
2011,Employment,Recreation,Recreation,233.2144992,304.4760969,387.4244366,825.8932947,897.2646098,868.1339535,967.7960051,1085.525481,947.4279746,582.4300766,340.1425222,266.3586903,642.1739701,FTEs
2011,Employment,Shopping,Shopping,581.5918394,766.3046365,965.7362247,2090.351319,2089.466583,1995.882023,2333.944935,2579.406986,2259.093275,1455.449477,845.3239105,667.3913208,1552.495211,FTEs
2011,Employment,Transport,Transport,117.8850045,152.037677,193.7633133,411.880853,450.8909691,436.8113061,484.6083067,544.3397978,474.5090904,290.9358963,170.2515901,134.1421579,321.8379968,FTEs
2011,Visitor Days,Serviced Accommodation,Serviced Accommodation,24.9076227,30.52474282,38.14392792,53.32138779,55.4072917,56.70277389,59.39731282,64.06802993,52.69550362,51.8737597,33.53803282,29.9808152,550.5612009,000s
2011,Visitor Days,Non-Serviced Accommodation,Non-Serviced Accommodation,50.23966829,73.37230802,100.7909144,187.9205829,335.9513399,345.3571826,308.0646458,370.4443374,320.2936119,152.7801995,87.09002764,58.25136415,2390.556183,000s
2011,Visitor Days,SFR,SFR,20.83127111,6.713824671,8.10052771,17.10669895,12.05148845,9.552718558,14.06618591,14.57906486,8.514656223,8.103693103,6.321458333,17.46986165,143.4114495,000s
